carat,cut,color,clarity,depth,table,x,y,z
0.76,2,0,5,61.2,57.0,5.91,5.89,3.61
0.31,3,3,7,62.9,58.0,4.31,4.27,2.7
0.93,3,2,2,58.8,60.0,6.49,6.37,3.78
1.01,1,4,2,59.5,62.0,6.49,6.55,3.88
1.06,3,6,3,61.3,60.0,6.59,6.52,4.02
1.07,3,2,2,61.7,58.0,6.58,6.62,4.07
1.04,2,3,4,61.7,56.0,6.47,6.52,4.01
0.3,3,3,4,61.3,58.0,4.33,4.29,2.64
0.36,4,2,5,63.1,57.0,4.53,4.51,2.85
0.38,2,3,4,62.1,56.0,4.68,4.63,2.89
0.23,4,4,7,62.6,56.0,3.92,3.95,2.46
2.04,4,5,3,62.5,52.0,8.02,8.17,5.06
0.33,4,0,2,63.1,55.0,4.46,4.42,2.8
0.9,2,1,3,62.0,55.0,6.23,6.15,3.84
0.71,1,5,7,63.1,58.0,5.64,5.71,3.58
0.72,1,3,3,63.7,59.0,5.74,5.65,3.63
0.57,1,3,5,64.1,55.0,5.28,5.27,3.38
0.52,2,4,6,62.1,53.8,5.17,5.19,3.21
1.55,2,4,3,62.1,57.0,7.39,7.43,4.6
2.0,3,5,5,60.7,60.0,8.07,8.02,4.88
0.53,3,1,5,59.6,58.0,5.36,5.32,3.18
0.38,4,0,2,59.7,60.0,4.66,4.69,2.79
0.4,1,3,3,63.4,59.0,4.64,4.66,2.95
0.9,3,5,5,61.2,62.0,6.19,6.13,3.77
0.3,2,4,5,62.6,55.0,4.28,4.31,2.69
0.44,4,1,4,59.7,59.0,4.94,5.01,2.97
0.9,3,5,5,58.4,62.0,6.35,6.29,3.69
0.55,2,5,6,61.7,56.0,5.24,5.29,3.25
0.53,2,0,5,62.6,56.0,5.18,5.14,3.23
0.51,4,0,2,62.3,63.0,5.08,5.03,3.15
0.81,4,1,2,59.5,60.0,6.05,6.09,3.61
0.71,4,3,4,64.0,56.0,5.65,5.67,3.62
0.4,1,2,7,62.2,63.0,4.66,4.69,2.91
2.3,2,3,3,61.6,57.0,8.47,8.41,5.2
1.51,2,6,4,61.3,61.0,7.34,7.4,4.52
0.27,2,1,4,61.6,55.0,4.16,4.18,2.57
1.2,2,4,2,62.2,58.0,6.81,6.77,4.22
0.3,2,3,3,62.0,55.0,4.28,4.33,2.67
0.44,4,3,2,61.6,61.0,4.83,4.88,2.99
1.01,2,2,4,62.0,57.0,6.39,6.45,3.98
0.39,1,2,2,63.3,54.0,4.62,4.67,2.94
0.51,4,0,2,63.2,55.0,5.12,5.07,3.22
0.8,1,1,5,63.3,59.0,5.82,5.87,3.7
0.92,0,5,5,64.4,58.0,6.13,6.1,3.94
1.1,3,4,2,60.4,60.0,6.72,6.68,4.05
1.01,3,4,2,62.8,58.0,6.43,6.34,4.01
0.41,1,2,2,63.1,56.0,4.69,4.73,2.97
1.2,4,3,4,62.5,57.0,6.84,6.75,4.25
0.92,2,2,5,61.2,56.0,6.25,6.3,3.84
0.31,2,3,5,61.7,55.0,4.35,4.37,2.69
0.7,3,2,2,59.5,57.0,5.81,5.79,3.45
0.37,3,3,2,62.1,60.0,4.54,4.61,2.84
1.54,4,2,3,61.1,58.0,7.36,7.47,4.53
1.0,3,3,2,62.2,58.0,6.45,6.37,3.99
0.38,2,1,2,61.0,56.0,4.68,4.69,2.86
0.58,2,1,5,61.9,57.0,5.33,5.37,3.31
0.29,4,2,7,60.2,58.0,4.29,4.35,2.6
1.21,2,3,4,62.5,57.0,6.77,6.7,4.21
0.96,4,0,3,60.2,63.0,6.36,6.3,3.81
0.23,4,2,7,60.4,61.0,3.92,3.96,2.38
0.41,2,2,7,61.0,56.0,4.82,4.78,2.93
0.71,2,5,5,62.0,54.0,5.73,5.77,3.56
0.81,1,5,4,59.4,56.0,5.97,6.11,3.59
1.25,4,6,2,62.5,57.0,6.83,6.86,4.28
1.5,3,2,7,58.8,58.0,7.51,7.43,4.39
2.0,3,2,2,62.6,59.0,8.1,8.04,5.05
0.48,2,3,2,61.6,55.0,5.06,5.1,3.13
0.5,4,1,2,60.7,61.0,5.09,5.13,3.1
1.2,0,2,0,64.6,56.0,6.73,6.66,4.33
0.5,2,3,6,62.2,56.0,5.08,5.11,3.17
0.53,4,3,4,60.9,56.0,5.24,5.27,3.2
0.9,4,3,3,64.2,56.0,6.04,6.11,3.9
1.5,3,1,3,63.0,59.0,7.24,7.18,4.54
1.01,3,4,3,60.8,59.0,6.51,6.46,3.94
0.37,2,4,6,62.0,53.0,4.63,4.66,2.88
1.04,2,4,5,59.3,57.0,6.64,6.58,3.92
0.74,3,0,2,60.6,60.0,5.88,5.84,3.55
1.11,2,3,7,61.8,57.0,6.67,6.64,4.11
1.5,3,6,3,61.4,61.0,7.36,7.3,4.5
0.25,4,1,7,63.0,55.0,4.0,4.03,2.53
0.23,4,2,7,61.7,55.0,3.99,4.05,2.48
0.6,3,3,2,60.8,58.0,5.44,5.39,3.29
1.05,2,3,4,62.0,56.0,6.47,6.53,4.03
0.57,4,5,3,62.1,57.0,5.29,5.33,3.3
0.34,2,3,7,62.0,56.0,4.46,4.48,2.77
0.3,2,3,4,62.5,57.0,4.32,4.29,2.69
0.57,4,2,5,62.0,54.0,5.31,5.34,3.3
0.32,2,3,4,62.3,55.0,4.4,4.37,2.73
0.56,4,3,2,61.8,55.0,5.28,5.33,3.28
0.4,4,5,2,63.2,54.0,4.69,4.67,2.96
0.31,2,1,4,61.6,57.0,4.35,4.32,2.67
0.31,2,2,1,62.2,54.0,4.37,4.41,2.73
1.01,3,2,3,61.6,58.0,6.45,6.4,3.96
1.17,3,3,4,60.6,60.0,6.81,6.79,4.12
0.41,3,1,2,62.8,58.0,4.77,4.72,2.98
0.35,2,6,5,61.4,55.0,4.55,4.57,2.8
1.1,2,4,2,61.5,56.0,6.61,6.65,4.08
1.05,3,2,3,61.7,60.0,6.58,6.49,4.03
1.51,3,3,5,60.8,60.0,7.42,7.38,4.5
0.71,2,3,7,62.5,57.0,5.7,5.73,3.57
0.56,4,3,2,61.1,56.0,5.32,5.34,3.26
0.23,3,2,7,61.3,59.0,3.94,3.99,2.43
0.65,4,5,7,61.3,59.3,5.52,5.59,3.4
0.4,2,2,7,61.7,55.0,4.74,4.76,2.93
1.03,3,2,3,61.6,58.0,6.43,6.46,3.97
1.55,4,3,5,63.1,57.0,7.36,7.31,4.63
1.12,3,3,5,60.7,53.0,6.81,6.7,4.1
0.34,2,3,2,61.8,54.4,4.49,4.52,2.79
0.61,2,1,7,62.1,54.2,5.43,5.45,3.38
0.7,3,3,3,60.0,60.0,5.69,5.65,3.51
1.03,3,6,3,62.0,58.0,6.47,6.52,4.03
1.5,3,6,3,61.0,60.0,7.34,7.3,4.46
0.52,2,1,5,61.5,56.0,5.2,5.18,3.19
1.01,3,4,5,61.6,59.0,6.45,6.47,3.98
0.36,4,3,4,60.7,57.1,4.57,4.65,2.79
0.3,2,1,5,61.5,55.0,4.29,4.33,2.65
0.5,2,0,5,61.9,55.0,5.09,5.12,3.16
0.33,2,4,5,61.2,55.0,4.47,4.45,2.73
0.38,3,5,4,59.9,60.0,4.66,4.72,2.81
1.5,0,2,5,65.3,57.0,7.15,7.12,4.66
0.6,2,3,3,59.1,56.0,5.58,5.52,3.28
0.43,3,0,3,62.6,58.0,4.79,4.82,3.01
1.01,4,5,5,61.3,56.0,6.53,6.45,3.98
0.53,2,2,4,61.2,56.0,5.22,5.24,3.2
1.22,3,3,5,61.2,58.0,6.81,6.91,4.2
0.91,4,3,2,62.8,58.0,6.15,6.18,3.87
1.21,4,4,4,62.3,58.0,6.71,6.74,4.19
1.02,4,4,2,60.3,59.0,6.44,6.5,3.9
0.37,2,6,4,62.4,55.0,4.64,4.59,2.88
0.31,2,6,4,61.9,54.7,4.34,4.36,2.69
0.3,3,6,5,60.6,59.0,4.38,4.34,2.64
0.73,4,2,2,62.5,56.0,5.69,5.73,3.57
2.01,4,5,3,61.4,63.0,8.19,7.96,4.96
1.27,4,0,2,62.5,58.0,6.87,6.92,4.31
1.16,2,6,2,60.7,57.0,6.83,6.77,4.13
0.52,4,2,5,61.9,59.0,5.11,5.14,3.17
1.23,2,1,7,61.7,57.0,6.85,6.91,4.25
0.77,3,0,5,61.2,59.0,5.91,5.86,3.6
1.18,2,3,5,60.9,56.0,6.8,6.85,4.16
0.52,3,2,3,62.7,57.0,5.11,5.07,3.19
2.0,1,5,5,63.3,56.0,7.98,8.03,5.07
1.0,4,4,6,63.5,60.0,6.36,6.3,4.02
2.01,1,5,5,63.8,58.0,7.82,7.89,5.01
0.5,2,5,2,59.8,59.0,5.18,5.15,3.09
0.35,1,0,2,63.3,56.0,4.5,4.53,2.86
0.71,3,3,3,60.8,59.0,5.7,5.74,3.48
1.05,3,1,2,62.5,59.0,6.5,6.43,4.04
0.9,1,2,2,61.3,60.0,6.13,6.18,3.77
1.61,3,6,1,62.1,58.0,7.53,7.47,4.66
1.14,2,6,4,61.5,57.0,6.7,6.73,4.13
1.25,2,3,3,61.5,56.0,7.0,6.92,4.28
0.45,1,1,2,63.9,57.0,4.86,4.81,3.09
1.7,0,3,5,64.5,58.0,7.51,7.43,4.82
0.5,2,0,2,62.6,57.0,5.1,5.06,3.18
0.7,1,5,2,58.5,61.0,5.76,5.82,3.39
0.7,1,4,3,63.8,57.0,5.58,5.55,3.55
0.3,2,5,6,62.2,54.0,4.29,4.35,2.68
0.23,4,2,7,61.2,58.0,3.96,3.98,2.43
1.01,4,6,3,63.3,53.0,6.35,6.31,4.01
0.3,3,2,5,61.1,59.0,4.32,4.29,2.63
1.01,3,4,2,62.9,58.0,6.38,6.34,4.0
0.32,4,5,7,63.0,57.0,4.33,4.37,2.74
0.57,2,2,5,62.3,55.0,5.36,5.3,3.32
1.22,4,2,2,63.1,58.0,6.8,6.74,4.27
1.0,3,0,4,62.7,60.0,6.36,6.31,3.97
0.76,4,5,2,62.0,56.0,5.81,5.84,3.61
0.9,1,4,3,63.6,60.0,6.11,6.06,3.87
0.31,2,1,7,61.7,56.0,4.36,4.33,2.68
1.04,3,3,2,62.6,55.0,6.49,6.42,4.04
0.7,2,0,2,59.7,58.0,5.82,5.77,3.46
0.45,1,2,5,56.8,62.0,5.1,5.14,2.91
0.31,2,4,7,62.4,56.0,4.38,4.34,2.72
0.55,2,0,4,61.7,55.0,5.26,5.25,3.24
1.09,2,2,7,62.1,56.0,6.55,6.59,4.08
0.3,3,5,6,61.1,59.0,4.31,4.33,2.64
0.83,3,6,2,59.3,59.0,6.17,6.1,3.64
0.97,2,0,2,62.8,56.0,6.24,6.3,3.94
1.03,2,2,5,61.4,58.0,6.49,6.51,3.99
0.37,2,3,5,61.4,56.0,4.63,4.65,2.85
0.9,4,3,3,59.9,60.0,6.19,6.23,3.72
0.58,3,1,4,60.7,58.0,5.41,5.36,3.27
0.33,2,1,2,62.5,55.0,4.42,4.45,2.77
0.7,1,0,5,64.1,59.0,5.56,5.49,3.54
0.41,2,3,3,61.9,54.0,4.81,4.78,2.97
1.1,4,5,4,60.2,59.0,6.67,6.71,4.03
0.57,2,4,5,60.2,59.0,5.35,5.38,3.23
1.01,4,2,5,58.8,59.0,6.55,6.59,3.86
0.56,2,4,2,61.8,55.0,5.31,5.34,3.29
1.03,4,1,3,60.7,63.0,6.48,6.44,3.92
0.41,3,3,5,61.8,58.0,4.77,4.75,2.94
0.31,2,0,2,62.3,56.0,4.32,4.35,2.7
2.25,3,0,3,60.4,59.0,8.54,8.48,5.13
0.5,1,3,4,59.8,63.0,5.12,5.15,3.07
1.01,3,2,2,60.3,58.0,6.53,6.61,3.96
0.52,2,3,7,61.7,56.0,5.16,5.14,3.18
0.36,2,5,4,62.0,54.0,4.58,4.61,2.85
1.0,4,2,5,61.1,60.0,6.36,6.43,3.91
1.57,3,4,5,61.0,59.0,7.54,7.5,4.59
1.0,4,5,2,58.5,61.0,6.51,6.55,3.82
0.9,4,4,3,59.6,59.0,6.38,6.24,3.76
0.3,2,0,2,61.0,54.0,4.35,4.34,2.65
0.72,3,1,6,62.9,59.0,5.75,5.67,3.59
1.01,3,3,4,62.3,59.0,6.38,6.42,3.99
1.54,3,3,5,60.9,59.0,7.49,7.45,4.55
1.52,2,1,2,62.8,55.0,7.3,7.35,4.6
1.5,4,3,5,63.5,54.0,7.26,7.22,4.6
0.42,4,1,2,62.7,57.0,4.77,4.83,3.01
0.38,2,1,7,61.6,55.0,4.67,4.72,2.89
0.41,3,4,2,61.7,60.0,4.75,4.71,2.92
0.3,4,1,2,62.1,60.0,4.27,4.29,2.66
0.32,4,3,5,62.4,59.0,4.33,4.36,2.71
0.71,2,2,5,62.1,54.0,5.68,5.72,3.54
1.51,3,4,5,60.2,60.0,7.5,7.38,4.48
0.7,3,5,6,59.1,60.0,5.77,5.8,3.42
1.01,4,2,3,61.0,60.0,6.44,6.48,3.94
0.55,2,0,7,61.5,56.0,5.26,5.28,3.24
0.7,4,0,6,63.4,59.0,5.63,5.64,3.57
1.59,3,1,5,62.3,59.0,7.43,7.38,4.61
1.52,2,0,5,62.1,58.0,7.36,7.4,4.58
1.21,3,2,5,61.6,58.0,6.88,6.79,4.21
0.69,0,3,4,61.2,65.4,5.58,5.64,3.42
0.5,3,0,2,61.3,60.0,5.15,5.1,3.14
0.44,2,2,7,60.9,55.0,4.96,4.92,3.01
0.39,3,3,5,61.2,60.0,4.68,4.73,2.88
0.31,3,4,7,62.4,59.0,4.35,4.31,2.7
1.19,2,2,5,62.0,57.0,6.78,6.76,4.2
1.02,2,1,2,62.2,54.7,6.44,6.47,4.01
1.01,2,2,3,62.7,57.0,6.43,6.37,4.01
1.01,2,5,5,62.0,54.0,6.43,6.47,4.0
2.28,3,4,2,59.3,58.0,8.6,8.56,5.09
1.01,4,6,2,61.3,57.0,6.45,6.5,3.97
0.5,2,2,6,62.6,53.1,5.08,5.11,3.19
1.53,3,3,2,62.3,58.0,7.35,7.3,4.56
0.9,1,3,4,64.5,57.0,6.01,6.08,3.9
0.72,3,6,5,61.7,58.0,5.67,5.77,3.53
0.53,2,1,2,61.9,55.0,5.2,5.24,3.23
1.05,2,0,3,61.9,56.0,6.5,6.53,4.03
1.11,4,2,4,60.7,55.0,6.69,6.71,4.07
0.32,2,4,4,61.1,56.0,4.44,4.46,2.72
1.5,1,5,4,57.2,62.0,7.64,7.61,4.36
0.36,3,1,5,62.0,58.0,4.56,4.54,2.82
0.38,2,0,4,62.0,55.0,4.64,4.68,2.89
1.51,1,1,2,63.6,56.0,7.34,7.23,4.63
1.52,3,2,5,61.4,58.0,7.42,7.37,4.54
0.33,2,3,7,61.3,56.0,4.46,4.48,2.74
1.01,4,1,7,63.1,57.0,6.31,6.39,4.01
0.75,2,6,2,61.5,56.0,5.83,5.87,3.6
0.87,2,0,2,62.6,56.0,6.17,6.08,3.84
0.3,1,0,3,63.3,57.0,4.26,4.3,2.71
0.36,3,3,1,62.5,60.0,4.53,4.49,2.82
1.5,3,2,5,61.0,58.0,7.37,7.31,4.48
1.5,4,1,2,59.6,58.0,7.38,7.41,4.41
0.7,2,1,4,60.5,56.0,5.78,5.83,3.51
0.74,4,2,2,59.8,58.0,5.89,5.94,3.54
2.2,2,4,3,60.0,58.0,8.47,8.5,5.09
0.54,4,3,3,59.5,60.0,5.27,5.31,3.15
0.33,2,1,6,61.6,56.0,4.44,4.46,2.74
0.9,2,3,2,62.5,55.0,6.17,6.21,3.87
0.53,2,1,5,61.5,56.0,5.22,5.25,3.22
0.75,0,2,4,55.8,70.0,6.09,5.98,3.37
0.3,2,3,4,61.9,56.0,4.34,4.29,2.67
1.14,2,2,0,61.7,57.0,6.67,6.7,4.13
1.12,2,3,5,60.9,56.0,6.7,6.74,4.09
0.3,1,3,7,63.6,57.0,4.3,4.26,2.72
0.47,2,2,6,61.9,55.0,4.98,5.0,3.09
1.02,4,2,4,61.3,58.0,6.46,6.52,3.98
0.55,3,3,5,62.3,56.0,5.29,5.24,3.28
1.04,2,1,2,62.4,57.0,6.48,6.53,4.06
0.36,4,3,7,59.5,56.0,4.68,4.73,2.8
0.43,2,0,4,62.1,56.0,4.87,4.85,3.02
0.93,1,3,2,63.8,58.0,6.09,6.14,3.9
0.59,4,2,2,63.1,57.0,5.39,5.36,3.39
0.31,2,0,7,62.0,56.0,4.35,4.37,2.7
0.76,4,4,5,63.4,58.0,5.78,5.74,3.65
0.57,4,1,5,62.9,57.0,5.26,5.29,3.32
1.03,2,4,0,61.5,57.0,6.52,6.48,4.0
2.1,1,4,2,63.7,61.0,8.1,8.07,5.15
1.0,4,3,7,62.7,57.0,6.32,6.37,3.98
0.59,4,1,5,59.9,56.0,5.46,5.49,3.28
0.4,1,2,2,63.6,57.0,4.67,4.7,2.98
0.56,2,1,3,61.9,55.0,5.32,5.34,3.3
0.33,2,0,5,62.1,55.0,4.43,4.46,2.76
1.06,3,2,2,60.4,62.0,6.62,6.59,3.99
0.31,2,3,5,62.1,55.0,4.35,4.38,2.71
1.0,4,1,7,61.0,62.0,6.4,6.46,3.92
0.71,4,4,4,62.8,59.0,5.61,5.7,3.55
0.23,3,0,7,58.9,60.0,4.03,3.95,2.35
1.52,3,1,4,60.6,58.0,7.38,7.44,4.49
0.71,4,0,5,62.8,56.0,5.67,5.7,3.57
1.27,2,5,0,62.3,56.0,6.91,6.86,4.29
2.01,3,5,5,61.1,60.0,8.12,8.06,4.94
0.43,4,1,5,62.8,56.0,4.79,4.86,3.03
2.0,3,3,3,60.8,55.0,8.09,7.95,4.88
1.01,3,1,4,60.8,59.0,6.42,6.46,3.92
1.21,0,4,2,69.6,55.0,6.49,6.42,4.49
0.71,1,2,5,57.8,60.0,5.87,5.9,3.4
1.51,3,1,2,58.3,59.0,7.52,7.47,4.37
0.72,2,3,4,61.8,56.0,5.74,5.76,3.55
1.51,3,0,2,62.5,60.0,7.27,7.23,4.54
2.21,2,3,3,60.1,60.0,8.47,8.53,5.11
1.01,0,4,5,64.5,60.0,6.3,6.25,4.05
0.31,4,4,6,61.9,57.0,4.33,4.36,2.69
1.02,2,0,2,62.3,57.0,6.41,6.44,4.0
1.04,4,1,3,60.7,59.0,6.5,6.54,3.96
1.08,4,3,5,62.3,58.0,6.5,6.54,4.06
0.28,2,2,2,60.6,55.0,4.26,4.3,2.6
0.41,2,4,6,62.2,57.0,4.78,4.74,2.96
0.39,3,3,2,61.4,56.0,4.75,4.7,2.9
0.51,4,1,2,61.3,54.0,5.13,5.18,3.16
2.01,4,6,4,60.2,61.0,8.16,8.23,4.93
0.79,2,0,2,61.3,54.0,5.96,6.01,3.67
0.3,4,3,5,63.1,57.0,4.28,4.24,2.69
0.38,3,4,2,61.2,62.0,4.66,4.62,2.84
0.5,4,1,2,63.2,57.0,5.06,5.03,3.19
0.57,4,2,2,62.6,58.0,5.28,5.32,3.32
0.55,2,3,5,60.1,55.0,5.33,5.37,3.22
1.51,2,1,4,62.2,57.0,7.37,7.32,4.57
0.7,0,0,3,67.8,58.0,5.51,5.44,3.71
0.56,1,1,4,59.8,61.0,5.35,5.36,3.2
0.52,2,3,4,61.8,55.0,5.21,5.17,3.21
0.9,1,3,1,63.1,58.0,6.09,6.18,3.87
0.5,4,0,5,62.8,58.0,5.03,5.07,3.17
1.2,3,2,5,62.1,54.0,6.77,6.73,4.19
0.53,4,1,2,63.6,57.0,5.12,5.16,3.27
0.3,2,4,2,63.0,54.0,4.3,4.27,2.7
0.43,2,5,6,62.2,57.0,4.84,4.81,3.0
0.5,1,3,7,63.8,56.0,5.03,5.06,3.22
2.02,3,5,5,59.2,58.0,8.29,8.25,4.89
0.33,2,1,7,61.8,56.0,4.44,4.46,2.75
0.55,2,3,4,62.2,54.0,5.27,5.24,3.27
1.03,3,4,3,62.0,60.0,6.47,6.41,4.0
0.72,3,2,5,62.0,56.0,5.78,5.68,3.55
0.57,2,0,5,61.4,56.0,5.37,5.34,3.29
0.58,4,0,2,63.5,58.0,5.29,5.32,3.37
0.36,2,0,5,61.6,56.0,4.57,4.55,2.81
1.11,4,1,3,61.7,63.0,6.65,6.54,4.07
0.3,2,5,4,62.2,53.9,4.29,4.33,2.68
0.5,2,1,5,62.0,56.0,5.1,5.06,3.15
1.02,4,3,3,61.6,61.0,6.46,6.47,3.98
0.59,4,3,4,62.5,53.0,5.46,5.35,3.38
1.07,2,4,2,61.0,56.0,6.6,6.68,4.05
1.65,4,4,4,62.0,54.0,7.55,7.62,4.7
1.5,1,3,3,57.9,61.0,7.47,7.51,4.34
1.23,4,4,2,62.3,58.0,6.79,6.83,4.24
1.31,2,4,3,62.2,57.0,6.96,7.0,4.34
1.5,3,4,5,60.0,62.0,7.41,7.38,4.44
1.11,2,4,2,62.3,55.0,6.7,6.65,4.16
0.41,3,0,7,62.5,58.0,4.72,4.75,2.96
2.07,2,5,2,61.2,57.0,8.12,8.23,5.0
0.32,2,2,2,61.9,55.0,4.38,4.41,2.72
0.9,2,0,2,61.3,58.0,6.16,6.21,3.79
1.0,4,2,4,60.4,59.0,6.4,6.51,3.9
0.56,2,0,2,61.2,57.0,5.37,5.35,3.28
0.35,2,0,2,62.3,55.0,4.51,4.54,2.82
1.5,4,6,7,62.8,62.0,7.22,7.25,4.54
0.3,2,1,7,61.0,56.0,4.33,4.39,2.66
1.04,2,2,0,61.6,57.0,6.51,6.46,4.0
0.7,3,2,2,61.0,59.0,5.75,5.69,3.49
1.54,4,3,3,61.5,61.0,7.35,7.42,4.54
0.77,2,0,3,60.6,56.0,5.95,5.9,3.59
1.0,1,1,5,63.8,58.0,6.31,6.19,3.99
0.31,2,1,2,61.5,55.0,4.37,4.41,2.7
1.23,3,3,5,61.6,58.0,6.91,6.85,4.24
0.55,2,2,5,61.1,56.0,5.31,5.27,3.23
0.36,3,1,3,62.4,58.0,4.56,4.54,2.84
0.28,2,2,7,61.1,57.0,4.22,4.26,2.59
0.43,1,1,3,63.6,55.0,4.83,4.8,3.06
1.59,4,6,4,60.1,60.0,7.56,7.59,4.55
0.7,1,1,3,57.8,61.0,5.88,5.82,3.38
0.42,3,1,5,61.0,60.0,4.85,4.82,2.95
0.9,4,3,3,63.2,58.0,6.05,6.1,3.84
0.3,3,0,3,62.9,58.0,4.29,4.26,2.69
0.52,2,1,4,62.6,57.0,5.11,5.15,3.21
0.47,3,3,5,61.8,60.0,4.98,4.95,3.07
0.62,0,2,7,57.1,60.0,5.65,5.7,3.24
0.76,4,3,5,61.1,57.0,5.84,5.95,3.6
1.5,0,3,5,66.2,53.0,7.12,7.08,4.7
1.53,4,4,2,63.4,55.0,7.3,7.34,4.64
0.8,3,2,5,62.4,59.0,5.92,5.85,3.67
0.32,4,0,2,62.8,56.0,4.34,4.35,2.73
0.33,2,2,1,61.2,56.0,4.47,4.49,2.74
1.12,4,1,2,58.8,61.0,6.74,6.8,3.98
0.3,2,1,2,62.1,56.0,4.31,4.36,2.69
0.7,2,0,4,62.3,55.0,5.64,5.68,3.53
1.02,3,4,5,62.4,58.0,6.43,6.39,4.0
0.56,2,5,2,61.3,56.0,5.28,5.31,3.25
1.03,2,0,3,61.2,57.0,6.51,6.59,4.01
1.1,3,0,2,58.8,61.0,6.73,6.67,3.94
0.7,3,2,3,62.5,60.0,5.66,5.61,3.52
1.05,3,3,3,63.0,57.0,6.47,6.41,4.06
1.01,3,4,5,59.1,58.0,6.58,6.59,3.89
1.0,0,1,5,57.4,58.0,6.57,6.64,3.79
1.03,0,4,3,66.3,57.0,6.35,6.25,4.18
0.42,3,3,4,60.9,58.0,4.81,4.84,2.94
0.73,2,5,4,62.1,54.0,5.77,5.8,3.59
0.73,3,1,5,58.6,60.0,5.92,5.89,3.46
1.2,2,3,7,62.5,54.4,6.75,6.82,4.24
1.5,1,4,2,60.8,60.0,7.28,7.38,4.46
1.0,2,1,5,62.1,56.0,6.42,6.39,3.98
0.41,2,3,5,61.4,54.0,4.84,4.77,2.95
0.5,4,1,3,59.9,57.0,5.12,5.16,3.08
0.75,3,4,5,60.8,57.0,5.9,5.87,3.58
1.82,3,5,4,61.4,60.0,7.83,7.8,4.8
0.32,2,1,6,61.7,55.0,4.38,4.41,2.71
1.05,0,2,3,66.0,60.0,6.3,6.22,4.13
2.12,2,5,3,61.0,57.0,8.28,8.31,5.06
1.2,2,2,4,62.1,58.0,6.78,6.84,4.23
1.5,1,2,0,63.7,59.0,7.29,7.18,4.62
0.3,3,5,4,60.4,58.0,4.4,4.34,2.64
0.52,2,1,5,61.2,56.0,5.2,5.16,3.17
0.54,3,0,5,60.9,58.0,5.31,5.27,3.22
0.52,2,5,6,60.1,56.0,5.24,5.27,3.16
0.94,2,2,5,61.2,57.0,6.29,6.33,3.86
0.76,4,2,2,62.9,57.0,5.79,5.81,3.65
1.02,3,2,3,63.0,58.0,6.44,6.38,4.04
0.3,2,2,1,59.8,58.0,4.37,4.46,2.64
0.33,2,1,7,61.9,57.0,4.44,4.47,2.75
0.9,4,0,2,59.4,62.0,6.19,6.24,3.69
1.51,2,2,2,62.3,57.0,7.33,7.3,4.56
0.41,3,2,7,60.4,58.0,4.84,4.8,2.91
0.41,3,1,2,62.4,58.0,4.75,4.77,2.97
0.72,2,1,6,61.6,56.0,5.75,5.77,3.55
1.02,4,1,3,62.9,56.0,6.36,6.43,4.02
0.32,2,3,6,61.9,56.0,4.4,4.39,2.72
1.01,3,2,2,62.9,59.0,6.38,6.31,3.99
1.2,3,4,3,62.4,61.0,6.81,6.78,4.24
0.32,3,1,6,60.8,59.0,4.45,4.43,2.7
0.31,2,0,4,60.5,55.0,4.43,4.39,2.67
0.34,1,0,6,57.4,62.0,4.67,4.71,2.69
0.51,4,4,4,63.4,57.0,5.09,5.06,3.22
0.59,2,2,2,62.0,57.0,5.41,5.34,3.33
0.78,4,1,2,63.4,56.0,5.84,5.9,3.72
0.53,2,2,4,60.4,57.0,5.25,5.22,3.16
1.05,3,2,3,61.1,59.0,6.54,6.61,4.02
0.71,3,2,3,62.0,59.0,5.68,5.65,3.51
1.21,4,1,4,60.0,58.0,6.89,6.97,4.16
0.95,2,4,2,61.9,56.0,6.31,6.35,3.92
1.15,3,4,3,61.6,60.0,6.75,6.72,4.15
0.71,4,3,2,62.8,55.0,5.68,5.73,3.58
0.43,4,5,3,61.5,54.0,4.86,4.89,3.0
0.32,2,3,4,60.5,56.0,4.44,4.42,2.68
0.91,3,3,2,61.8,60.0,6.21,6.18,3.83
1.01,2,3,5,61.6,56.0,6.43,6.46,3.97
1.65,2,5,5,61.5,57.0,7.59,7.65,4.69
1.1,4,3,1,59.8,56.0,6.75,6.82,4.06
1.01,2,0,7,60.6,56.0,6.53,6.48,3.94
1.07,2,4,3,62.4,55.0,6.56,6.59,4.1
0.32,2,3,4,61.2,56.0,4.44,4.42,2.71
0.35,3,3,7,62.2,58.0,4.54,4.49,2.81
0.43,3,3,2,62.7,56.0,4.83,4.8,3.02
0.72,2,6,7,61.6,56.0,5.76,5.73,3.54
0.42,3,0,7,62.8,59.0,4.76,4.73,2.98
0.71,4,5,2,60.4,63.0,5.73,5.8,3.48
0.31,2,5,2,62.2,56.0,4.34,4.37,2.71
1.54,2,5,5,60.7,56.0,7.51,7.46,4.54
0.52,2,0,5,61.5,56.0,5.15,5.19,3.18
1.12,3,3,3,61.2,58.0,6.67,6.69,4.09
1.02,3,3,5,62.0,57.0,6.48,6.43,4.0
1.5,2,2,2,60.9,56.0,7.43,7.36,4.5
0.71,3,1,2,62.7,58.0,5.73,5.66,3.57
0.3,3,3,4,61.9,59.0,4.3,4.32,2.67
0.32,2,3,1,61.7,54.0,4.39,4.42,2.72
1.05,2,3,5,61.8,57.0,6.53,6.48,4.02
1.12,1,1,2,64.3,57.0,6.56,6.5,4.2
0.51,3,0,4,59.5,57.0,5.24,5.21,3.11
